Alpha,Final_Value,Turn_Left,Trial_earnings
1.4,6,1,9.91
1.4,7,1,9.9
1.4,9,6,7.9
1.4,10,5,8.43
1.4,11,7,6.24
1.4,13,5,7.96
1.4,15,6,6.49
1.7,5,9,7.07
1.7,7,1,9.98
1.7,9,8,6.92
1.7,11,1,9.96
1.7,13,8,5.54
1.7,14,7,7.21
2,8,9,6
2,9,8,7.76
2,13,8,6.76
2,14,1,9.99
2,15,1,9.99
2.3,5,1,9.99
2.3,8,9,6.52
2.3,9,1,9.99
2.3,10,9,5.65
2.3,11,3,9.97
2.3,14,9,3.91
2.3,15,1,9.99
2.6,9,1,9.99
2.6,11,9,5.77
2.6,12,8,8.23
2.6,13,1,9.99
1.4,5,10,5
1.4,8,10,8
1.4,12,10,12
1.4,14,10,14
1.7,6,10,6
1.7,8,10,8
1.7,10,10,10
1.7,12,10,12
1.7,15,10,15
2,5,10,5
2,6,10,6
2,7,10,7
2,10,10,10
2,11,10,11
2,12,10,12
2.3,6,10,6
2.3,7,10,7
2.3,12,10,12
2.3,13,10,13
2.6,5,10,5
2.6,6,10,6
2.6,7,10,7
2.6,8,10,8
2.6,10,10,10
2.6,14,10,14
2.6,15,10,15
