Alpha,Final_Value,Turn_Left,Trial_earnings
1.4,5,1,9.93
1.4,6,2,9.79
1.4,7,7,7.95
1.4,8,1,9.89
1.4,10,2,9.66
1.4,11,2,9.62
1.4,13,1,9.81
1.4,14,1,9.8
1.4,15,1,9.79
1.7,5,1,9.98
1.7,6,1,9.98
1.7,7,7,8.6
1.7,8,6,9.08
1.7,9,1,9.97
1.7,10,1,9.97
1.7,11,1,9.96
1.7,13,2,9.88
1.7,14,1,9.95
1.7,15,1,9.95
2,6,1,9.99
2,7,1,9.99
2,8,7,9.01
2,10,1,9.99
2,11,7,8.63
2,12,1,9.99
2,13,7,8.39
2,14,1,9.99
2,15,1,9.99
2.3,5,8,9.06
2.3,6,1,9.99
2.3,7,8,8.68
2.3,8,8,8.49
2.3,9,1,9.99
2.3,10,5,9.85
2.3,11,8,7.92
2.3,12,8,7.73
2.3,13,1,9.99
2.3,14,7,8.85
2.3,15,2,9.98
2.6,5,9,8.08
2.6,6,4,9.98
2.6,7,2,9.99
2.6,8,8,8.82
2.6,9,1,9.99
2.6,10,9,6.15
2.6,11,5,9.91
2.6,12,1,9.99
2.6,13,8,8.08
2.6,14,1,9.99
2.6,15,3,9.98
1.4,9,10,9
1.4,12,10,12
1.7,12,10,12
2,5,10,5
2,9,10,9
