Alpha,Final_Value,Turn_Left,Trial_earnings
1.4,6,1,9.91
1.4,8,4,9.19
1.4,9,1,9.87
1.4,10,1,9.86
1.4,11,10,11
1.4,12,1,9.83
1.4,14,4,8.58
1.4,15,3,9.06
1.7,6,1,9.98
1.7,7,7,8.6
1.7,8,7,8.4
1.7,10,1,9.97
1.7,13,6,8.5
2,6,1,9.99
2,7,6,9.57
2,10,8,7.51
2,14,6,9.14
2,15,7,8.14
2.3,5,9,7.83
2.3,12,1,9.99
2.6,5,1,9.99
2.6,8,1,9.99
2.6,9,1,9.99
2.6,10,8,8.52
2.6,15,8,7.78
1.4,5,10,5
1.4,7,10,7
1.4,13,10,13
1.7,5,10,5
1.7,9,10,9
1.7,11,10,11
1.7,12,10,12
1.7,14,10,14
1.7,15,10,15
2,5,10,5
2,8,10,8
2,9,10,9
2,11,10,11
2,12,10,12
2,13,10,13
2.3,6,10,6
2.3,7,10,7
2.3,8,10,8
2.3,9,10,9
2.3,10,10,10
2.3,11,10,11
2.3,13,10,13
2.3,14,10,14
2.3,15,10,15
2.6,6,10,6
2.6,7,10,7
2.6,11,10,11
2.6,12,10,12
2.6,13,10,13
2.6,14,10,14
