Alpha,Final_Value,Turn_Left,Trial_earnings
1.4,5,8,7.54
1.4,6,1,9.91
1.4,7,2,9.76
1.4,8,2,9.72
1.4,9,2,9.69
1.4,10,1,9.86
1.4,11,2,9.62
1.4,12,2,9.59
1.4,13,4,8.68
1.4,14,1,9.8
1.4,15,2,9.48
1.7,5,6,9.42
1.7,7,1,9.98
1.7,8,5,9.47
1.7,9,2,9.92
1.7,10,3,9.8
1.7,11,1,9.96
1.7,12,8,5.89
1.7,13,2,9.88
1.7,14,2,9.87
1.7,15,1,9.95
2,8,1,9.99
2,9,9,5.5
2,12,7,8.51
2,13,2,9.96
2,14,2,9.96
2,15,2,9.96
2.3,5,5,9.92
2.3,7,6,9.75
2.3,10,6,9.64
2.3,11,5,9.83
2.3,12,9,4.78
2.3,13,9,4.35
2.3,14,7,8.85
2.3,15,7,8.77
2.6,13,5,9.89
2.6,14,8,7.93
1.7,6,10,6
2,5,10,5
2,6,10,6
2,7,10,7
2,10,10,10
2,11,10,11
2.3,6,10,6
2.3,8,10,8
2.3,9,10,9
2.6,5,10,5
2.6,6,10,6
2.6,7,10,7
2.6,8,10,8
2.6,9,10,9
2.6,10,10,10
2.6,11,10,11
2.6,12,10,12
2.6,15,10,15
