Alpha,Final_Value,Turn_Left,Trial_earnings
1.4,6,8,7.04
1.4,7,3,9.56
1.4,8,8,6.06
1.4,9,8,5.57
1.4,10,1,9.86
1.4,11,7,6.24
1.4,12,8,4.09
1.4,13,7,5.56
1.4,14,7,5.22
1.4,15,7,4.87
1.7,8,9,5.31
1.7,9,9,4.72
1.7,10,9,4.14
1.7,11,9,3.55
1.7,12,8,5.89
1.7,13,8,5.54
1.7,14,9,1.79
1.7,15,8,4.86
2,10,9,5
2,11,1,9.99
2,12,9,4.01
2,13,9,3.51
2,14,9,3.01
2,15,8,6.26
2.3,10,7,9.18
2.3,14,9,3.91
2.3,15,9,3.48
2.6,11,8,8.37
2.6,12,4,9.96
2.6,13,1,9.99
1.4,5,10,5
1.7,5,10,5
1.7,6,10,6
1.7,7,10,7
2,5,10,5
2,6,10,6
2,7,10,7
2,8,10,8
2,9,10,9
2.3,5,10,5
2.3,6,10,6
2.3,7,10,7
2.3,8,10,8
2.3,9,10,9
2.3,11,10,11
2.3,12,10,12
2.3,13,10,13
2.6,5,10,5
2.6,6,10,6
2.6,7,10,7
2.6,8,10,8
2.6,9,10,9
2.6,10,10,10
2.6,14,10,14
2.6,15,10,15
