Alpha,Final_Value,Turn_Left,Trial_earnings
1.4,5,4,9.49
1.4,6,2,9.79
1.4,7,6,8.6
1.4,8,4,9.19
1.4,9,2,9.69
1.4,10,1,9.86
1.4,11,2,9.62
1.4,12,2,9.59
1.4,13,2,9.55
1.4,14,2,9.52
1.4,15,1,9.79
1.7,8,5,9.47
1.7,9,8,6.92
1.7,10,5,9.34
1.7,11,6,8.73
1.7,12,4,9.56
1.7,13,4,9.52
1.7,14,3,9.73
2,11,7,8.63
2,12,2,9.96
2,14,3,9.9
2,15,6,9.08
2.3,5,6,9.82
2.3,11,6,9.61
2.3,14,9,3.91
1.7,5,10,5
1.7,6,10,6
1.7,7,10,7
1.7,15,10,15
2,5,10,5
2,6,10,6
2,7,10,7
2,8,10,8
2,9,10,9
2,10,10,10
2,13,10,13
2.3,6,10,6
2.3,7,10,7
2.3,8,10,8
2.3,9,10,9
2.3,10,10,10
2.3,12,10,12
2.3,13,10,13
2.3,15,10,15
2.6,5,10,5
2.6,6,10,6
2.6,7,10,7
2.6,8,10,8
2.6,9,10,9
2.6,10,10,10
2.6,11,10,11
2.6,12,10,12
2.6,13,10,13
2.6,14,10,14
2.6,15,10,15
