Alpha,Final_Value,Turn_Left,Trial_earnings
1.4,5,1,9.93
1.4,6,5,9.06
1.4,7,1,9.9
1.4,10,6,7.66
1.4,12,1,9.83
1.4,13,3,9.19
1.4,14,1,9.8
1.4,15,1,9.79
1.7,6,1,9.98
1.7,7,1,9.98
1.7,8,8,7.26
1.7,9,4,9.67
1.7,11,2,9.9
1.7,12,5,9.21
1.7,13,8,5.54
2,5,7,9.38
2,6,1,9.99
2,8,2,9.98
2,9,2,9.97
2,10,2,9.97
2,11,2,9.97
2,12,4,9.82
2,13,1,9.99
2,14,9,3.01
2,15,7,8.14
2.3,5,1,9.99
2.3,6,1,9.99
2.3,7,1,9.99
2.3,8,1,9.99
2.3,10,1,9.99
2.3,11,9,5.22
2.3,12,4,9.92
2.3,13,1,9.99
2.3,14,5,9.79
2.3,15,1,9.99
2.6,5,4,9.98
2.6,6,1,9.99
2.6,7,1,9.99
2.6,9,2,9.99
2.6,10,2,9.99
2.6,11,4,9.97
2.6,12,3,9.99
1.4,8,10,8
1.4,9,10,9
1.4,11,10,11
1.7,5,10,5
1.7,10,10,10
1.7,14,10,14
1.7,15,10,15
2,7,10,7
2.3,9,10,9
2.6,8,10,8
2.6,13,10,13
2.6,14,10,14
2.6,15,10,15
