Alpha,Final_Value,Turn_Left,Trial_earnings
1.4,5,1,9.93
1.4,8,8,6.06
1.4,9,6,7.9
1.4,10,7,6.58
1.4,11,9,2.26
1.4,12,9,1.55
1.4,13,3,9.19
1.4,14,7,5.22
1.4,15,7,4.87
1.7,5,6,9.42
1.7,6,9,6.48
1.7,7,3,9.86
1.7,8,6,9.08
1.7,11,1,9.96
1.7,12,7,7.61
1.7,13,7,7.41
1.7,14,9,1.79
2,5,1,9.99
2,7,3,9.95
2,10,7,8.76
2,11,8,7.26
2,12,9,4.01
2,15,3,9.9
2.3,7,5,9.89
2.3,8,9,6.52
2.3,9,7,9.26
2.3,10,2,9.99
2.3,13,9,4.35
2.3,14,4,9.91
2.6,6,2,9.99
2.6,10,5,9.92
2.6,11,4,9.97
2.6,13,1,9.99
2.6,14,3,9.98
1.4,6,10,6
1.4,7,10,7
1.7,9,10,9
1.7,10,10,10
1.7,15,10,15
2,6,10,6
2,8,10,8
2,9,10,9
2,13,10,13
2,14,10,14
2.3,5,10,5
2.3,6,10,6
2.3,11,10,11
2.3,12,10,12
2.3,15,10,15
2.6,5,10,5
2.6,7,10,7
2.6,8,10,8
2.6,9,10,9
2.6,12,10,12
2.6,15,10,15
